rule_id,year,source_id,actual,limit,unit,operator,passed,severity,excess,plan_id,scenario_id,input_fingerprint
BASE_CRITICAL_SERVICE,2039,,1.0000000000000067,0.99,share,>=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
RESERVE_45D,2039,,97.44000000000001,39.45205479452055,t,>=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
NONNEGATIVE_INVENTORY,2039,,2.1316282072803006e-14,0.0,t,>=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
STORAGE_CAPACITY,2039,,0.0,0.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
MATERIAL_BALANCE,2039,,4.605205106145149e-13,1e-06,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
CRITICAL_NESTED,2039,,210.0000000000014,319.99999999999903,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
CAPEX_2040,2039,,1790.0,2800.0,mln_units,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
LEAD_TIME,2039,,0.0,0.0,violations,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
SOURCE_UNAVAILABLE,2039,,0.0,0.0,violations,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ISRU_FINANCING_DEADLINE,2039,,0.0,0.0,violations,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ZBO_EARLIEST_YEAR,2039,,0.0,0.0,violations,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
EMERGENCY_BASE_STREAK,2039,,0.0,0.0,violations,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
